Date,nps,Comments,nps_scaled
2023-02-18,9,rapidez,4
2023-02-18,10,excelente servicio,5
2023-02-18,9,MUY RAPIDO Y EFICAZ,4
2023-02-18,10,FACIL COMPRAR,5
2023-02-18,10,Es fácil hacerlo,5
2023-02-18,10,por el servicio,5
2023-02-18,10,Sencillo,5
2023-02-18,10,MUY EFICIENTE SERVICIO,5
2023-02-18,10,Buen servicio,5
2023-02-18,10,la facilidad de adquirir equipaje,5
2023-02-18,10,por su buen servicio,5
2023-02-18,10,es rapido y comodo,5
2023-02-18,10,"Mu buena atención del personal, página web fácil de usar.",5
2023-02-18,10,..,5
2023-02-18,9,Muy practico y conveniente.,4
2023-02-18,10,excelente plataforma,5
2023-02-18,9,Facil,4
2023-02-18,10,Excelente servicio,5
2023-02-18,9,Facil uso,4
2023-02-18,10,muy amigable paguna facil de usar,5
2023-02-18,10,gracias pr la oportunidad,5
2023-02-18,10,todo okey,5
2023-02-18,10,buena atención en la pagina web y muy rápido,5
2023-02-18,10,EL SISTEMA ES MUY AMIGABLE,5
2023-02-18,9,Aviones nuevos.,4
2023-02-18,10,sitio sencillo,5
2023-02-18,10,muy bueno,5
2023-02-18,9,Rapidez,4
2023-02-18,9,Buena informacion,4
2023-02-18,10,BUENA ATENCIÓN Y FACILIDAD DE ACCESO AL VUELO SELECCIONADO,5
2023-02-17,10,Fácil y rápido,5
2023-02-17,10,.,5
2023-02-17,10,Muy facil y rapido,5
2023-02-17,10,"Gracias, todo bien",5
2023-02-17,10,gracias fue muy chido!! me salvaron la vida :),5
2023-02-17,10,RAPIDO,5
2023-02-17,10,XZ,5
2023-02-17,10,ES SENCILLA LA RESERVACION,5
2023-02-17,10,vELOCIDAD,5
2023-02-17,10,por lo comodo que es el proceso de resevaciones y cambios asi como lo oportuno de ñps vuelos,5
2023-02-17,10,Muy fácil,5
2023-02-17,10,Gracias.,5
2023-02-17,10,EXCELENCIA,5
2023-02-17,9,BIEN,4
2023-02-17,10,muy rápido y fácil,5
2023-02-17,9,EFECTIVIDAD,4
2023-02-17,10,FACIL,5
2023-02-17,10,"porque me hacen la vida mas facil, su atencion",5
2023-02-17,10,siempre he viajado con ustedes,5
2023-02-17,9,no words,4
2023-02-17,10,Buena experiencia de usuario,5
2023-02-17,10,ES LA PRIMERA VEZ ME HA SIDO  FACIL LA RESERACION,5
2023-02-17,10,Es muy agil,5
2023-02-17,10,EXCELENTE PRECIO Y SERVICIO,5
2023-02-17,10,facilidad en los cambios y reembolsos,5
2023-02-17,10,ME FUE MUY SIMPLE HACER MI CAMBIO,5
2023-02-17,10,FUE FÁCIL Y RÁPIDO,5
2023-02-17,10,.,5
2023-02-17,10,RAPIDEZ,5
2023-02-17,10,me resolvieron y fué rápido,5
2023-02-17,10,gracias,5
2023-02-17,10,EXCELENTE,5
2023-02-17,10,Ha sido practico y agradable el proceso de cambio de mi vuelo,5
2023-02-17,9,ME GUSTA,4
2023-02-17,10,EL PROCESO FUE FACIL DE SEGUIR,5
2023-02-17,10,Muy practico,5
2023-02-17,9,PRACTICO,4
2023-02-17,10,me gusta la app,5
2023-02-17,10,todo bien,5
2023-02-17,10,LO HAN HECHO MAS SENCILLO,5
2023-02-17,9,ES MUY PRACTICA,4
2023-02-17,10,Buen Precio,5
2023-02-17,10,Muy fácil y rápido,5
2023-02-17,10,Es muy fácil cambiar los vuelos! es increíble!,5
2023-02-17,10,PORQUE AGILIZA LOS CAMBIOS,5
2023-02-17,10,Exelente,5
2023-02-16,9,ES SENCILLO,4
2023-02-16,10,POR EFICIENTES,5
2023-02-16,9,FUE FACIL EL PROCESO,4
2023-02-16,9,es bueno,4
2023-02-16,10,A MI ME AN QUEDADO MUY BIEN SIEMPRE,5
2023-02-16,10,EXCELENTE SERVICIO,5
2023-02-16,9,Recibí la atención adecuada,4
2023-02-16,10,esta bueno,5
2023-02-16,10,excelente,5
2023-02-16,10,FUE MUY FACIL,5
2023-02-16,10,PORQUE ES MUY RAPIDO Y SENCILLO,5
2023-02-16,10,Fue muy fácil,5
2023-02-16,10,EXCELENTE SERVICIO,5
2023-02-16,10,FACILIDAD DE USO,5
2023-02-16,9,facil y rapído,4
2023-02-16,10,es sencillo el proceso,5
2023-02-16,10,SERVICIO,5
2023-02-16,10,muy rapido y mas economigo,5
2023-02-16,10,"POR LO AGIL QUE ES EL SISTEMA,HAN MEJORADO",5
2023-02-16,10,servicio,5
2023-02-16,10,Buen servicio al cliente,5
2023-02-16,10,La plataforma tuvo solución a lo que necesitaba sin tener que llamar o acudir a una centro de atención,5
2023-02-16,10,Es fácil hacer cambios,5
2023-02-16,9,RAPIDO,4
2023-02-16,10,"Son la mejor aerolínea no solo en sus buenos precios, san respuesta rápida y oportuna.",5
2023-02-16,10,Excelente opcion,5
2023-02-16,10,todo fue sencillo y claro,5
2023-02-16,10,Stio de internet muy amigable y facil de utilizar y sobre todo muy util,5
2023-02-16,10,SÚPER práctico y sencillo,5
2023-02-16,9,bastante rapido,4
2023-02-16,10,"Ha sido facil, lento pero facil",5
2023-02-16,9,.,4
2023-02-16,10,me encanta su flexibilidad con los cambios,5
2023-02-16,10,todo bien,5
2023-02-16,9,Facil navegación en su página,4
2023-02-16,10,FACIL DE TRAMITAR,5
2023-02-16,10,ok,5
2023-02-16,10,BUENO,5
2023-02-16,9,costo beneficio,4
2023-02-16,10,Me gusta mucho1,5
2023-02-16,10,GRACIAS,5
2023-02-16,9,Proceso agil e inmediato,4
2023-02-16,10,puede hacer los cambios que requeria,5
2023-02-16,10,Muy amigable y rapido,5
2023-02-16,10,Por la facilidad para realizar cualquier cambio,5
2023-02-16,10,x18,5
2023-02-16,10,fue rapido  facil,5
2023-02-16,10,La sencillez solo falta la compra del I94 para viajar después de 16 millas,5
2023-02-16,10,Por que es muy práctico y rápido,5
2023-02-16,10,Buenos precios,5
2023-02-15,10,TODO BIEN HASTA AHORITA,5
2023-02-15,10,buen servicio,5
2023-02-15,10,"siempre precios bajos, muchos destinos :)",5
2023-02-15,9,es rápido y sencillo,4
2023-02-15,10,Es rapido,5
2023-02-15,9,POR LA COMODIDAD,4
2023-02-15,10,excelente servicio,5
2023-02-15,10,Facil,5
2023-02-15,9,FUE FACIL HACER EL CAMBIO,4
2023-02-15,10,Excelente servicio,5
2023-02-15,10,ok,5
2023-02-15,9,buenas tarifas,4
2023-02-15,10,Por la sencillez del servicio,5
2023-02-15,10,rapidez,5
2023-02-15,9,ES FACIL USAR SU SITIO WEB Y RESUELVEN RAPIDO LOS CAMBIOS QUE SE SOLICITAN,4
2023-02-15,9,excelente servicio,4
2023-02-15,10,SE ME HACE EFICIENTE  LA AEROLINEA NO HEMOS TENIDO PROBLEMAS,5
2023-02-15,10,fAcil de cambiar ITIN,5
2023-02-15,10,es muy facil y rapido,5
2023-02-15,10,BUEN SERVICIO,5
2023-02-15,10,Factibilidad,5
2023-02-15,10,servicio,5
2023-02-15,9,precio y oportunidad de pagar la TUA despues,4
2023-02-15,9,AGIL,4
2023-02-15,9,EXCELENTE,4
2023-02-15,10,Todo bien :),5
2023-02-15,10,POR SU SEGURIDAD,5
2023-02-15,10,porque son buenos,5
2023-02-15,10,si,5
2023-02-15,9,PRECIOS BAJOS,4
2023-02-15,9,Muy sencillo comprar,4
2023-02-15,10,muy claro y ágil,5
2023-02-15,10,FUE FACIL,5
2023-02-15,10,Muy practica y facil de usar,5
2023-02-15,9,FACIL,4
2023-02-15,9,son economicos,4
2023-02-15,10,RAPIDEZ,5
2023-02-15,10,J,5
2023-02-15,10,excelente,5
2023-02-15,10,todo es rapido y facil en su pagina,5
2023-02-15,10,PRECIO,5
2023-02-15,10,FACIL Y RÁPIDO,5
2023-02-15,9,MUY SENCILLO Y EFICIENTE,4
2023-02-15,9,ok,4
2023-02-15,9,EFICIENTES,4
2023-02-15,10,por lo eficaz,5
2023-02-15,9,por que se realiza los cambios con efectividad,4
2023-02-15,10,Rapidez,5
2023-02-15,10,ME AGRADAN LAS FACILIDADES DEL PAGO,5
2023-02-15,10,muy facil,5
2023-02-15,10,"QUE BUENO QUE SE PUEDEN CAMBIAR LOS VUELOS, LOS AMAMOS, BESITOS! XOXO",5
2023-02-15,10,BONITO,5
2023-02-15,10,POR PRECISOS,5
2023-02-14,10,.,5
2023-02-14,10,Es accesible,5
2023-02-14,10,facilidad de uso de la plataforma,5
2023-02-14,9,Fácil y práctico.,4
2023-02-14,10,todo muy bien,5
2023-02-14,9,sistema amable y fácil,4
2023-02-14,10,Es muy facil clari y simple,5
2023-02-14,9,POR LA FACILIDAD DEL TRAMITE,4
2023-02-14,10,TODO BIEN,5
2023-02-14,10,buen servicio,5
2023-02-14,10,muy rapido,5
2023-02-14,10,excelente linea aérea,5
2023-02-14,10,eficiiencia,5
2023-02-14,10,POR QUE SI,5
2023-02-14,9,tanto dejiste de precios con respecto a las llamadas telefonuicas,4
2023-02-14,10,"Montos para los pagos, claros",5
2023-02-14,10,facilidad de cambio de vuelo,5
2023-02-14,10,PRACTICIDAD,5
2023-02-14,9,PLATAFORMA AMIGABLE,4
2023-02-14,10,PAGINA AMIGABLE,5
2023-02-14,10,Muy ágil,5
2023-02-14,10,"hice cambio de fecha solo de ida y me cobraron 65.00 , pero sigo teniendo la duda de si me cobraran penalizacion.",5
2023-02-14,9,pagina amigable,4
2023-02-14,10,La página fácil de operar,5
2023-02-14,10,muy facil de utilizar y rapida y los accesos muy faciles de encontrar.,5
2023-02-14,10,MUY FACIL,5
2023-02-14,10,ES MUY FACIL USAR LA WEB,5
2023-02-14,10,es facil,5
2023-02-14,10,muy agil hacer mi cambio de vuelo,5
2023-02-14,9,"Funciona muy bien, solo que en ésta ocasión faltó el recordatorio para hacer el check-in y pago de impuestos pendiente",4
2023-02-14,10,fácil  y rapido,5
2023-02-14,9,Me encanta viajar en Viva,4
2023-02-14,10,TI3NE BUENA ATENCION,5
2023-02-14,9,eficiencia,4
2023-02-14,10,las tarifas por cambios son realmente baratas,5
2023-02-14,10,es rapido y seguro,5
2023-02-14,10,"cómodo, sencillo y rápido",5
2023-02-14,10,SEGURIDAD Y ATENCION,5
2023-02-14,10,LA APLICACION ES MUY AMIGABLE,5
2023-02-14,10,Buen servicio,5
2023-02-14,10,Porque fue muy sencillo realizar el tramite,5
2023-02-14,10,excelente servicio,5
2023-02-14,10,EXCELENTE SERVICIO,5
2023-02-14,10,excelente servicio,5
2023-02-14,10,excelente servicio y rapídéz,5
2023-02-14,9,TODO BIEN,4
2023-02-13,10,SUPERÓ MIS ESPECTATIVAS,5
2023-02-13,9,Buena atencion,4
2023-02-13,10,El cambio de vuelo fue posible. Gracias,5
2023-02-13,10,:),5
2023-02-13,10,ES FACIL,5
2023-02-13,10,POR QUE ES UNA EMPRESA BUENA,5
2023-02-13,10,verificación de vuelos rapido,5
2023-02-13,10,gracias,5
2023-02-13,9,por que al abordar es muy rápido y al recoger maletas,4
2023-02-13,10,todo amigable,5
2023-02-13,10,Excelente servicio y rapidez,5
2023-02-13,10,facil,5
2023-02-13,10,facil y clara,5
2023-02-13,10,Facilidad de manejo de la pagina,5
2023-02-13,9,ES PRACTICO,4
2023-02-13,10,Fue muy sencillo de hacer los cambios y todo fue muy claro en las instrucciones!!!,5
2023-02-13,10,exelente,5
2023-02-13,10,agil,5
2023-02-13,10,ES MUY RÁPIDO HACER TODO EN EL SISTEMA,5
2023-02-13,10,muy sencillo de realizar,5
2023-02-13,10,"Es facil de usar su pagina, aunque sigo pensando que los costos adicionales algunos son muy altos :S",5
2023-02-13,10,facil y rapido,5
2023-02-13,10,SI AMPLIAMEMTE,5
2023-02-13,9,MUY AMIGABLE,4
2023-02-13,10,:),5
2023-02-13,10,MUY AGIL PARA HACER CAMBIOS DE VUELO,5
2023-02-13,10,POR TODO,5
2023-02-13,10,muy práctico y el cambio me salió económico,5
2023-02-13,10,por la rapidez,5
2023-02-13,10,"Muy fácil, amigable y rápido.",5
2023-02-13,10,buenas experiencias,5
2023-02-13,10,Sencillo y rápido,5
2023-02-13,10,Facil y Rapido,5
2023-02-13,9,ES FACIL HASTA AHORA EL DETALLE ES QUE DESDE LA APP NO DA LA OPCION DE PAGAR CON PAYPAL YO NO SABIA QUE NO ACEPTABA PARA ASIENTOS PAGO CON TARJETAS Y DEBIA SER DESDE UNA LAP PARA LA OPCION DE PAGAR Y NO SE PUEDE CON TARJETA,4
2023-02-13,10,EFICIENCIA Y CALIDAD EN EL SERVICIO,5
2023-02-13,9,puntualidad,4
2023-02-13,10,"EXCELENTE SERVICIOS, VELOCIDAD, COMODIDAD, TARIFAS.",5
2023-02-13,10,intuitivo,5
2023-02-13,10,Muy buena a tencion,5
2023-02-13,10,bien bien gracias,5
2023-02-13,10,MUY BUENA ATENCION,5
2023-02-13,10,muy bueno,5
2023-02-13,10,EFICIENCIA Y SERVICIO DE LA PLATAFORMA,5
2023-02-13,10,Rapidez,5
2023-02-13,10,EXCELENTE SERVICIO,5
2023-02-13,10,FUE SENCILLO Y RAPIDO,5
2023-02-13,10,R,5
2023-02-13,10,FUE PRÁCTICO,5
2023-02-13,10,Excelente y servicio,5
2023-12-02,10,Bueno,5
2023-12-02,10,.,5
2023-12-02,9,BUENA ATENCIÓN POR WHATSAPP,4
2023-12-02,10,EXCELENTE SERVICIO,5
2023-12-02,10,FACIL,5
2023-12-02,9,confiable y rapido,4
2023-12-02,10,muy fácil de llenar los datos,5
2023-12-02,10,FACIL USO DE PAGINA WEB Y FACIL CAMBIO DE VUELOS,5
2023-12-02,10,Por prácticos,5
2023-12-02,9,Todo bien,4
2023-12-02,9,Facilidad y rapidez,4
2023-12-02,10,muy practico y sencillos los cambios,5
2023-12-02,10,FUE MUY FACIL,5
2023-12-02,10,Facilidad de servicio,5
2023-12-02,10,Facilidad de uso.,5
2023-12-02,10,Muy intuitivo,5
2023-12-02,10,Por bueno,5
2023-12-02,10,"fue rapido, no perdi mi reservacion",5
2023-12-02,10,Por su servicing y precios,5
2023-12-02,9,POR SUS TARIFAS,4
2023-12-02,10,Facilidad y rapidez.,5
2023-12-02,9,muy facil,4
2023-12-02,10,excelente,5
2023-12-02,10,Por su excelente servicio. Me encanta.,5
2023-12-02,10,SUPER EFICIENTE Y RAPIDO,5
2023-12-02,10,Eficiencia y rapidez,5
2023-12-02,10,muy practico,5
2023-12-02,9,ok,4
2023-11-02,10,PRECIO,5
2023-11-02,10,BUEN SERVICIO,5
2023-11-02,10,muy buen servicio,5
2023-11-02,10,sin problema alguno en los viajes que he realizado,5
2023-11-02,10,Excelente atencion,5
2023-11-02,10,porque si,5
2023-11-02,10,facilidad en la compra del vuelo,5
2023-11-02,10,buen servicio,5
2023-11-02,10,Muy sencillo y rápido,5
2023-11-02,10,BUEN SERVICIO,5
2023-11-02,10,BUENOS PRECIOS,5
2023-11-02,10,rapida y facil,5
2023-11-02,10,la página WEB es muy fácil manejarla,5
2023-11-02,10,:),5
2023-11-02,10,"rápido, efectivo, sin complicaciones",5
2023-11-02,10,Excelente atención muy amables,5
2023-11-02,10,facil de conseguir,5
2023-11-02,9,sin comentarios,4
2023-11-02,10,buen servicio,5
2023-11-02,10,Es muy entendible y rapido,5
2023-11-02,10,fue rapido y sencillo de navegar,5
2023-11-02,10,POR LA RAPIDÉZ,5
2023-11-02,9,Agilidad,4
2023-11-02,10,EXCELENTE SERVICIO,5
2023-11-02,10,Mejoró mucho la calidad del servicio en Viva realmente a principio estaba decepcionada felicidades!,5
2023-11-02,10,TODO ES MUY SENCILLO,5
2023-11-02,10,PRACTICO,5
2023-11-02,10,practico,5
2023-10-02,10,Excelente política para poder cambiar un vuelo de fechas¡¡,5
2023-10-02,9,Muy. conveniente todo. y relativamente fácil ajustar los vuelos con «smart»,4
2023-10-02,10,es buena,5
2023-10-02,10,buen servicio,5
2023-10-02,10,amigable,5
2023-10-02,10,barto,5
2023-10-02,10,ES FACIL DE USAR,5
2023-10-02,10,"siempre me han hecho facil el volar con ustedes, aunque hace 6 meses me perdieron mi equipaje sigo volando con ustedes",5
2023-10-02,10,buen servicio,5
2023-10-02,9,DISPOSICION CAMBIO DE VUELOS,4
2023-10-02,10,por que es sencilla,5
2023-10-02,10,Sin problemas,5
2023-10-02,10,PAGINA AMIGABLE Y CUMPLIDOS  LOS HORARIOS,5
2023-10-02,9,porque es la unica mas economica pero no comoda en sus espacios de avion,4
2023-10-02,10,El sistema es amigable y es eficiente,5
2023-10-02,10,Facil y confiable,5
2023-10-02,10,es muy facil encontrar la información  en su pagina.,5
2023-10-02,10,Todo es claro y excelentes precios,5
2023-10-02,10,Es fácil de usar,5
2023-10-02,9,"es accesible aunque para realizar cambios no te permite, y realizar un pago con tarjeta en el momento que el asesor te atiende no es muy productivo",4
2023-10-02,10,SI,5
2023-10-02,10,"Ocurrio una emergencia y tuve que cambiar mi vuelo, el cargo extra no fue mucho, estuvo excelente.",5
2023-10-02,10,PRECIOS ACCESIBLES,5
2023-10-02,10,Es Muy practicó,5
2023-10-02,10,Es muy rapida la compra,5
2023-10-02,10,-,5
2023-10-02,10,PORQU YA HE VIAJADO CON USTEDES < Y TIENE MUY BUEN SERVICIO,5
2023-10-02,9,Rápido y fácil para revisar mi información,4
2023-10-02,10,ES MUY FACIL Y RAPIDO,5
2023-10-02,10,nada,5
2023-10-02,10,Excelente servicio,5
2023-10-02,10,"ES UN BUEN SERVICIO, COMPLETO Y EXPLICA MUY BIEN CADA SEGMENTO DE COSTOS",5
2023-10-02,9,esta siendo rapido y sencillo hacer el cambio,4
2023-10-02,9,todo muy bien,4
2023-10-02,10,BUEN PRECIO Y PAGINA MUY AMIGABLE,5
2023-10-02,10,LAS FACILIDADES Y RAPIDEZ EN LOS TRAMITES,5
2023-10-02,9,Eficiencia,4
2023-10-02,10,bien,5
2023-10-02,9,es muy efectivo y facil de realizar,4
2023-10-02,10,Muy amigable y facil,5
2023-10-02,10,Sistema ágil e intuitivo,5
2023-10-02,10,gracias,5
2023-10-02,10,Por que todo fue muy sencillo. muchas gracias!!,5
2023-09-02,10,PORQUE HAY MUCHA FACILIDAD PARA INFORMACION,5
2023-09-02,10,muy bien,5
2023-09-02,10,pRECIO,5
2023-09-02,9,Rapidez,4
2023-09-02,9,ES FÁCIL DE ENTENDER EL MANEJO DE LA PÁGINA.,4
2023-09-02,10,rapido y eficiente,5
2023-09-02,10,faci,5
2023-09-02,10,Buen servicio,5
2023-09-02,10,Viajes accesibles y seguros,5
2023-09-02,9,facil,4
2023-09-02,10,MUY EFECTIVO,5
2023-09-02,10,POR LOS BAJOS PRECIOS Y FACILIDADES DE PAGO,5
2023-09-02,10,RELACION COSTO SERVICIOS,5
2023-09-02,9,Amigable y rapido,4
2023-09-02,9,Por rapidez para pagar,4
2023-09-02,10,Buen proceso para modificación,5
2023-09-02,10,ES MUY PRACTICO Y RAPIDO,5
2023-09-02,9,Han mejorado mucho,4
2023-09-02,9,por la facilidad de ir sin preocupaciones de maletas al viaje,4
2023-09-02,10,Por rapidez y comodidad desde casa,5
2023-09-02,10,muy sncillo,5
2023-09-02,10,Fue muy facil de realizar la,5
2023-09-02,10,Excelente serivicio tanto por telefono como en la pagina web,5
2023-09-02,10,EFICIENTE,5
2023-09-02,10,"MUY RÁPIDO, Y PRÁCTICO",5
2023-09-02,10,rapidez,5
2023-09-02,10,FACIL TODO,5
2023-09-02,10,facil uso de la plataforma,5
2023-09-02,10,rapido y seguro,5
2023-09-02,10,LA PLATAFORMA ES FACIL DE MANEJAR. EFICIENTE Y CONFIABLE,5
2023-09-02,10,"SUPER SENCILLO HACER LOS CAMBIOS Y A UN PRECIO RAZONABLE, VALE EL COSTO COMPRAR EL SEGURO.",5
2023-09-02,10,todo excelente,5
2023-09-02,10,El proceso es muy simple,5
2023-09-02,9,EXCELENTE SERVICIO,4
2023-09-02,10,rapidez,5
2023-09-02,10,Súper rapido,5
2023-09-02,10,Servicio muy practico,5
2023-09-02,9,"parece eficiente, pero tuve algunas dudas",4
2023-09-02,10,"Cuentan con un excelente servicio al cliente, se pueden hacer cambios de manera muy sencilla.",5
2023-09-02,9,FACILIDAD DE LA PAGINA,4
2023-09-02,10,.,5
2023-09-02,10,por el buen servicio,5
2023-09-02,10,10,5
2023-09-02,9,"ME PARECIÓ AMIGABLE EL SEGUIMIENTO, SOLO UN POCO CONFUSO AL ELEGIR LA MALETA",4
2023-09-02,10,siempre tiene los mejores precios.,5
2023-09-02,10,son practicos,5
2023-09-02,9,MEJORAR LAS PROMOCIONES A BAJOS COSTOS PERO INCLUYENDO EQUIPAJE MINIMO EL DE 10 KG.,4
2023-09-02,10,POE QUE SI,5
2023-08-02,10,Por la facilidad en la modificación de datos.,5
2023-08-02,10,Util y facil,5
2023-08-02,10,por fácil acceso a comprar y cambiar vuelos,5
2023-08-02,10,"MUY FACIL DE USAR, TODO MUY CLARO",5
2023-08-02,10,muy facil,5
2023-08-02,10,excelente,5
2023-08-02,10,rapido y confiable,5
2023-08-02,10,"Porque me resuelven fácilmente, gracias.",5
2023-08-02,9,"Porque han cambiado su servicio, han sido mas flexibles en lo que el cliente necesita.",4
2023-08-02,10,EXCELENTE SERVICIO,5
2023-08-02,10,sersvicio claro y agil,5
2023-08-02,9,LA ATENCION,4
2023-08-02,10,POR SU SERVICIO Y SU PRECIO,5
2023-08-02,9,servicio eficiente en tiempo y forma,4
2023-08-02,10,"Que fácil y práctico fuemi cambio de vuelo, gracias (:",5
2023-08-02,10,POR LA FACILIDAD DE HACER EL CAMBIO DE FECHA,5
2023-08-02,10,POR QUE ME ENCANTA QUE PODAMOS CAMBIAR FECHAS DE VUELO A VECES LOS PLANES NO SIEMPRE SALEN COMO LO PENSAMOS,5
2023-08-02,10,muy buena,5
2023-08-02,10,Muy eficiente,5
2023-08-02,10,GRACIAS,5
2023-08-02,10,muy facil el manejo en linea,5
2023-08-02,10,Es muy practico y rápido !,5
2023-08-02,10,rapido y facil,5
2023-08-02,10,Un servicio muy amigable y rápido.,5
2023-08-02,9,muy agil,4
2023-08-02,10,OK GRS,5
2023-08-02,10,eficiencia,5
2023-08-02,10,POR EL SERVICIO,5
2023-08-02,10,por qué es fácil y rápido,5
2023-08-02,10,SI,5
2023-08-02,10,todo muy especificado,5
2023-08-02,10,Es práctico,5
2023-08-02,10,fácil de usar!,5
2023-08-02,10,facilidad de compra y se comprende rápido la pagina en internent,5
2023-08-02,10,Low Cost,5
2023-08-02,10,Plataforma sencilla,5
2023-08-02,10,pro servicio,5
2023-08-02,10,muy buen servicio,5
2023-08-02,10,es muy practico viajar,5
2023-08-02,10,EXCELENTE SERVICIO DIGITAL,5
2023-08-02,10,ES FACIL,5
2023-08-02,10,TODO FACIL,5
2023-08-02,10,fue muy facil cambiar la reservacion,5
2023-08-02,9,ES efeiciente y practico hacer los cambios de vuelo,4
2023-08-02,10,Flexibilidad.,5
2023-08-02,10,es muy sencillo hacer o agregar cambios,5
2023-08-02,9,"Fuw fácil, ya solo espero el dia del vuelo no tener inconvenientes, ya que sera la primera vez que viaje desde el AIFA",4
2023-08-02,10,FACILIDAD EN LA COMPRA,5
2023-08-02,10,muy buenos precios,5
2023-08-02,10,POR LA RAPIDEZ,5
2023-08-02,10,.,5
2023-08-02,10,TODO ES MUY RAPIDO PARA LA REALIZACION DE RESERVACIONES GRACIAS,5
2023-08-02,10,Muy accesible la información de la página,5
2023-08-02,10,EXCELENTE SERVCIO Y MUY FACIL SU PLATAFORMA DE COMPRA,5
2023-08-02,10,siempre un placer viajar con viva aerobús a pesar de las tardanzas de mas de 12 horas no lo cambiaria por ninguna otra aerolínea!,5
2023-08-02,9,porque no  es clara la distribución de cargos,4
2023-08-02,10,Super sencillo y amigable,5
2023-07-02,10,facil y rapido,5
2023-07-02,10,NO HAY,5
2023-07-02,10,BUEN SERVICIO,5
2023-07-02,9,"es amigable, aunque un poco confuso en la cuestion del tipo de equipaje que ya incluye",4
2023-07-02,10,PUNTUALIdad,5
2023-07-02,10,POR SU ATENCION,5
2023-07-02,10,BUEN SERVICIO,5
2023-07-02,10,buen servicio,5
2023-07-02,10,MUY FACIL SU SISTEMA,5
2023-07-02,10,FACIL DE MANEJAR,5
2023-07-02,10,excelente servicio,5
2023-07-02,10,FUE MUY FACIL HACER LOS CAMBIOS Y SIN COSTOS EXTRAS GRACIAS,5
2023-07-02,10,Por la flexibilidad.,5
2023-07-02,10,Muy intuitivo para encontrar y sin problemas o confusiones,5
2023-07-02,10,la atencion al cliente es adecuada y rapida,5
2023-07-02,10,NINGUNA,5
2023-07-02,10,lo facil y rapido,5
2023-07-02,10,"Intuitivo, fácil de navegar, info desplegada de forma amigable .",5
2023-07-02,10,FUE SENCILLO DE REALIZAR,5
2023-07-02,10,MUY PRACTICO DE USAR,5
2023-07-02,10,"resulta muy sencillo de seguir, muchas gracias",5
2023-07-02,10,todo servicio bien,5
2023-07-02,10,todo bien,5
2023-07-02,10,muy rápido,5
2023-07-02,9,buen servicio,4
2023-07-02,10,muy accesibles con su proceso de cambio en nuestro itinerario,5
2023-07-02,10,muy sencillo,5
2023-07-02,10,MUY AMIGABLE PRACTICA RAPIDA Y EFICAZ,5
2023-07-02,10,FACILIDAD,5
2023-07-02,10,Facil y rapido,5
2023-07-02,10,si,5
2023-07-02,10,el servicio,5
2023-07-02,9,...,4
2023-07-02,10,POR QUE ES FACIL Y RAPIDO,5
2023-07-02,9,buen servicio,4
2023-07-02,10,ES MUY SENCILLO,5
2023-07-02,10,Fue Rapido y sencillo,5
2023-07-02,10,SENCILLEZ,5
2023-07-02,10,FACIL Y RAPIDO,5
2023-07-02,10,Practico y rapido,5
2023-07-02,10,todo super facil y comprensible,5
2023-07-02,10,ES FACIL RESERVAR CON USTEDES TIENEN BUENOS PRECIOS,5
2023-07-02,10,Por la rapidez,5
2023-07-02,10,gracias,5
2023-07-02,10,RAPIDO,5
2023-07-02,10,excelente servicio,5
2023-07-02,10,POR LA RAPIDEZ,5
2023-07-02,9,Por la pronta atensión.,4
2023-07-02,10,SENCILLO,5
2023-07-02,10,Userfriendly,5
2023-07-02,9,De repente la página no es intuitiva,4
2023-07-02,10,SERVICIO,5
2023-07-02,9,proceso intuitivo,4
2023-07-02,10,Muy buena y facil de usar la pagina,5
2023-07-02,10,rapidez y buen servicio,5
2023-07-02,10,muy buen servicio,5
2023-07-02,10,PORQUE FUNCIONA BIEN,5
2023-07-02,10,MUY AMIGABLE,5
2023-07-02,10,Han mejorado.. pero demasiados rechazos en los pagos con tarjeta.,5
2023-07-02,10,BUEN SERVICIO,5
2023-07-02,10,Siempre al pendiente,5
2023-06-02,10,MUY FACIL,5
2023-06-02,10,PRACTICO,5
2023-06-02,10,RAPIDO Y SENCILLO,5
2023-06-02,9,facil hacer la reservacion,4
2023-06-02,9,RAPIDO,4
2023-06-02,10,Yes,5
2023-06-02,10,Por practico y seguro,5
2023-06-02,10,por su eficiencia,5
2023-06-02,10,"PORQUE ES MUY FÁCIL, EFICIENTE Y AMIGABLE",5
2023-06-02,9,Rápido,4
2023-06-02,10,En general estoy satisfecho con el servicio,5
2023-06-02,10,FACILIDAD EN LA ADMINISTRACION DEL VUELO,5
2023-06-02,10,Excelente servicio,5
2023-06-02,9,BUENO,4
2023-06-02,10,gracias,5
2023-06-02,10,Muy eficiente,5
2023-06-02,9,buen servicio,4
2023-06-02,10,super confiable,5
2023-06-02,10,excelente servicio,5
2023-06-02,10,buen servicio,5
2023-06-02,10,MUY PRACTICO,5
2023-06-02,10,Por atención y rápidez. facilidad en los trámites...,5
2023-06-02,10,FÁCIL DE MANEJAR,5
2023-06-02,9,CLARO Y RAPIDO,4
2023-06-02,10,POR INTERNET ES MUY AGIL COMPARADO POR TELÉFONO ME DEJARON 30 MINUTOS Y COLGUE,5
2023-06-02,10,Muy amigable la plataforma,5
