Button name,Rating,text,Date,Page Load Time,ID,feedback_type,¿Qué te gustaría compartir con nosotros?,basket_id,motivo_visita,share_data,error_type,label,Coincide
Doters,1,Van como cuatro ocasiones que deseo dar de alta mi cuenta en doters y el sistema no permite continuar pienso que si eso es un impedimento entonces no tiene sentido accesar a este servicio,2023-03-11 13:49:19,1.0,640cdb37c61f93352c1677a0,general,Nada,False,Unknown,False,Unknown,1,True
Doters,1,"Realmente la página es pésima, si no saben cómo administrar una página contrates ingenieros egresados del IPN esos son los mejores, tiene una pésima recepción de datos y sumamente lenta la página, todo debe ser remodelado.",2023-03-11 13:46:21,1.0,640cda828154e31693617ed4,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,No tengo option para usar mi vale/certificado.   no me quisieron regresar mi dinero y ahora solo tengo este método de pago y no puedo hacer mi reservación.,2023-03-11 12:07:11,0.0,640cc33671b9c00e1d3debfd,error,Errores o problemas en la página,False,book_flight,True,payment_issues,1,True
Desktop New Site,1,"Modifiqué mi vuelo y no me estan respetando el costo que yo ya habia pagado, en pocas palabras ese dinero esta perdido.  Me comunico a Atencion a Clientes por llamada y mas de 30 minutos en que contesten, y al contestar no resuelven nada, no saben explicar ni dar referencias de nada. Muy mala experiencia en todos los aspectos.",2023-03-11 11:34:13,8.0,640cbb7fc87306193d636321,error,Errores o problemas en la página,False,change_booking,True,payment_issues,1,True
Doters,1,No deja registrar nuevos usuarios,2023-03-11 11:00:18,1.0,640cb39a9fed225e9351845f,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,2,"Quiero pagar mi vuelo con Tarjeta de credito y PUNTOS DOTERS, no me deja utilizar los puntos doters porque no me envia el correo o mensaje para confirmar. En la parte donde tienes que seleccionar el metodo aparece el siguiente error:  0186d18e-b664-486d-9e7b-e266dbde6091 - Session ID: undefined - Exception ID: - Basket ID: 0186d18e-b664-486d-9e7b-e266dbde6091 - Timestamp: 2023-03-11T16:57:03.210Z - URL: https://api.doters.com/v1/members/6370012972/details/secretDetails - Error Code: BAD_REQUEST ",2023-03-11 11:00:14,0.0,640cb384dffc2f546b690d47,error,Errores o problemas en la página,False,book_flight,True,payment_issues,1,False
Desktop New Site,1,"Es de verdad demasiado molesto y lamentable que tenga que estar pegado a la computadora por 24 horas y aun asi no pueda comprar mi boleto con mis puntos doters, en verdad que mal servicio, adquiri mi tarjeta porque era cliente frecuente de su aerolinea prero no es posible que tenga que estar llamando por horas y esperando en la plataforma para que al final no me puedan solucionar nada",2023-03-11 10:21:49,0.0,640caa82093fbb7dce43fe94,error,Errores o problemas en la página,False,book_flight,True,payment_issues,1,True
Doters,2,no concluyo el proceso y no informa la causa,2023-03-11 10:07:21,3.0,640ca730850f953fc25a4712,Unknown,Nada,False,Unknown,False,Unknown,1,False
Doters,3,"Error 404, que significa no me deja ingreasas",2023-03-11 08:04:28,1.0,640c8a6507d0065b3c1c5bd2,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,"No me interesa el reembolso total - su pagina lo agrega automaticamente un paso previo a hacer el pago del vuelo y no permite removerlo - no dan explicaciones de por que se agrega ni porque no se puede quitar. Me parece un hurto,.",2023-03-11 06:43:19,3.0,640c774e14a2da6fa450ba87,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
Desktop New Site,1,Se agrega automáticamente el Reembolso total y no encuentro donde quitarlo,2023-03-11 02:26:09,1.0,640c3b0f4387240dfa27ad68,error,Errores o problemas en la página,False,book_flight,True,payment_issues,5,False
Doters,1,"Pésimo el registro, 40 minutos perdidos para que nunca cargue los datos",2023-03-11 01:47:43,1.0,640c321674548e01e176309b,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,2,"TARDAN MUCHO EN CONTESTAR, NO ESPECIFICAN BIEN LOS CAMBIOS DE RESERVACION ",2023-03-11 00:00:37,1.0,640c18ea3156e373bf460532,general,Comentario general,False,change_booking,False,Unknown,2,True
Desktop New Site,2,Kindly process refund to original form of payment. PNR QDVV7A and B65PRI,2023-03-10 23:29:59,1.0,640c11c627fd25134517d45e,compliment,Felicitación,False,quote_flight,True,Unknown,1,False
Desktop New Site,1,No recibí mi correo y no conozco mi número de reservación y nadie contesta para atender mi solicitud. El peor servicio al cliente que he tenido ,2023-03-10 23:23:48,0.0,640c1057882d857895227a0b,error,Errores o problemas en la página,False,check_in,True,confirmation_email,1,True
Desktop New Site,2,dice que ya hice muchos intentetos por cambiar mi vuelo y no he realizo Ningun intento ,2023-03-10 23:22:19,0.0,640c0ffe40511074c9754d7b,error,Errores o problemas en la página,False,change_booking,True,vivafan,1,False
Doters,1,La aplicación no deja registrarse  ,2023-03-10 22:14:46,2.0,640c002edb2bce3d800e548c,Unknown,Nada,False,Unknown,False,Unknown,1,True
Doters,1,Es imposible acceder a la cuenta que se supone ya creer y no hay maner ,2023-03-10 22:06:08,2.0,640bfe283f3a0431c0737a2a,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,"NO QUIERO EL REEMBOLSO ADICIONAL, YA INTENTÉ VARIAS VECES QUITARLO Y LA APLICACIÓN NO LO QUITA, ESTO ES ENGAÑOSO, ME PUEDEN AYUDA'R?",2023-03-10 21:54:59,2.0,640bfb7d0ed90c216c3f9c17,error,Errores o problemas en la página,False,book_flight,True,invoice,1,True
Doters,1,"No me deja crear una cuenta, solo está cargando y aparecen unos puntos ...",2023-03-10 21:20:57,5.0,640bf38f79500562695f3a3c,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,"No puedo vaciar el carrito, ocupo comprar mas lugares y no me deja.",2023-03-10 21:11:57,0.0,640bf16ca44e0f20bf62f986,general,Comentario general,False,book_flight,False,Unknown,5,False
Desktop New Site,1,No encuentro en dónde quitar el seguro de reembolso total. Llevo media hora buscándolo.,2023-03-10 18:56:16,0.0,640bd196b05fb94a2b3b9e87,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
Desktop New Site,1,los precios que vas sumando no corresponden al total,2023-03-10 18:03:45,1.0,640bc544e8dd5762af0c150b,error,Errores o problemas en la página,False,book_flight,False,booking_issues,3,False
Desktop New Site,3,esta tardando mucho,2023-03-10 17:45:36,19.0,640bc114a01ad274836d99c7,error,Errores o problemas en la página,False,book_flight,False,booking_issues,2,False
Doters,1,no me permite concluir el registro ,2023-03-10 17:44:54,1.0,640bc0ee950e6c7c4e765aae,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,yo tengo 34 mil puntos y sigo en nivel verde,2023-03-10 17:26:36,0.0,640bbca34456ad4818170d68,error,Nada,False,Unknown,False,Unknown,1,True
Doters,2,No permite realizar registro para nuevo usuario.,2023-03-10 17:20:22,1.0,640bbb2eee0863772e28f68d,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,no permite eliminarlo y no está bien que no avisen antes de pagar,2023-03-10 17:19:43,1.0,640bbaf72477295d2b79d785,general,Comentario general,False,book_flight,True,Unknown,1,True
Doters,1,"No se puede realizar el registro, lo he intentado más de 8 veces",2023-03-10 17:13:22,1.0,640bb989d19b891bea14b246,error,Nada,False,Unknown,False,Unknown,1,True
Doters,3,No carga al querer crear la cuenta ,2023-03-10 15:58:47,1.0,640ba80e543d995ad955746d,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,4,"Agregar el TUA al precio final, es algo que NO se puede evitar pagar o si? Solo quieren aparentar precios ""bajos"" pero son lo normal, similares a volaris",2023-03-10 15:56:37,1.0,640ba78a82d609044c042224,suggestion,Sugerencias o ideas,False,quote_flight,True,Unknown,4,True
Desktop New Site,1,"¿Porque aparece un cargo forzoso de Reembolso total por 118.70 pesos? no quiero pagar ese cargo y no encuentro donde se pueda quitar, pero eso es un cargo adicional ",2023-03-10 15:38:28,0.0,640ba34838f1d532e33e8676,suggestion,Sugerencias o ideas,False,book_flight,False,Unknown,1,True
Doters,1,No funciona el registro para nuevos usuarios,2023-03-10 15:12:22,2.0,640b9d2d20829d20290de174,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,"no quiero añadir el ""Reembolso total"" y la página no me deja quitarlo",2023-03-10 14:52:37,1.0,640b983c5d197e552a39b14d,error,Errores o problemas en la página,False,book_flight,True,payment_issues,1,True
Desktop New Site,3,A que se refiere reembolso total?,2023-03-10 14:16:35,3.0,640b9015ac39c7353430eacd,general,Comentario general,False,quote_flight,True,Unknown,1,False
Desktop New Site,2,no entiendo que es REEMBOLSO TOTAL Y porque me lo cobran,2023-03-10 13:51:55,0.0,640b8a4b44876b626715660d,general,Comentario general,False,book_flight,True,Unknown,1,False
Desktop New Site,1,ya no manejan meses sin intereses ,2023-03-10 13:44:13,1.0,640b8870aceecc2f7e3ef2e6,general,Comentario general,False,book_flight,True,Unknown,1,True
Doters,1,"ME QUIERO REGISTRAR, LLENO LOS DATOS Y SE QUEDA CARGANDO.",2023-03-10 13:29:48,2.0,640b85230d4a3922592bd1b1,error,Nada,False,Unknown,False,Unknown,5,False
Doters,3,no se puede crear la cuenta,2023-03-10 13:06:57,1.0,640b7fc8302c0757cb1120b4,suggestion,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,2,NO CONTESTAN LA LINEA TELEFONICA   LOS TELEFONOS QUE MUESTRAN YA NO ESTAN DISPONIBLES,2023-03-10 12:53:27,1.0,640b7b6c85a942600c0c98e2,general,Comentario general,False,change_booking,False,Unknown,1,False
Doters,1,no carga para poder registrarte ,2023-03-10 12:53:20,1.0,640b7c9726fd84605a780244,error,Nada,False,Unknown,False,Unknown,1,True
Doters,2,"No puedo darme de alta, ingresando todos.los.datos, se queda el.sistema en espera",2023-03-10 12:49:14,4.0,640b7ba17a7f671a686c51b8,error,Nada,False,Unknown,False,Unknown,1,False
Doters,2,No se puede crear la cuenta.,2023-03-10 12:41:09,3.0,640b79bdfee27b104a2142f1,error,Nada,False,Unknown,False,Unknown,1,False
Doters,5,Muy amable la plataforma ,2023-03-10 12:29:01,3.0,640b76e44490ed010c3248c0,compliment,Nada,False,Unknown,False,Unknown,5,True
Doters,2,"Lo de doters es pura mentiira, llevo tres viajes y  te pone que esta comra no genera puntos, empezare a biajar el uno plus",2023-03-10 12:12:41,1.0,640b730f87157373fb1281c6,general,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,NO ME DEJA CONTINUAR PAREA COMPRAR.A PESAR DE QUE ME DICE QUE ACTUALIZAR COMPRA NO ME DA MAS OPCIONES,2023-03-10 11:16:11,3.0,640b65cdcb5081535f112e54,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
Doters,1,es fraude,2023-03-10 10:57:24,13.0,640b616cc935e12cc9339c20,Unknown,Nada,False,Unknown,False,Unknown,1,True
Doters,1,no permite generar cuenta,2023-03-10 10:56:49,13.0,640b61494b7f902f8c545101,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,2,"YA NO APARECEN LOS PRECIOS COMO ANTES? POR DIA, APARECIA EL PRECIO MAS BAJO ES DIFICIL ASI, NO ME GUSTO NADA ESTE CAMBIO.",2023-03-10 10:24:57,3.0,640b59cebd85483b972ba69c,general,Comentario general,False,quote_flight,True,Unknown,2,True
Desktop New Site,5,m,2023-03-10 10:16:11,3.0,640b57bf3b74f405fd2e1d4d,compliment,Felicitación,False,book_flight,True,Unknown,2,False
Desktop New Site,2,"Notoriamente esta escrito y se entiende que la selección de asiento es OPCIONAL sin embargo, tanto en el sitio web como en la aplicación móvil me OBLIGAN a elegir un asiento y por ende pagar por el, es muy injusto. Entiendo que debo pagar por hacer un cambio de vuelo, pero la selección forzosa es un robo.",2023-03-10 09:46:26,2.0,640b50c5f0b324108239855c,error,Errores o problemas en la página,False,change_booking,True,booking_issues,1,False
Desktop New Site,1,Necesito un número de teléfono para preguntar si el cambio de horario afecta mi vuelo,2023-03-10 09:41:50,0.0,640b4fa94b7f902f8c544dc2,error,Errores o problemas en la página,False,flight_status,True,confirmation_email,3,False
Doters,1,"No sé pueden crear cuentas, al momento de terminar de llenar los datos se traba y no permite realizar nada.",2023-03-10 08:43:34,1.0,640b420d7e0b85124a4151d2,error,Nada,False,Unknown,False,Unknown,1,True
Doters,2,buenos dias que piden que te registres a la promocion y cuando lo hces la pagina se bloquea y no deja hacerlo nada mas no hacen perder el tiempo,2023-03-10 08:40:28,2.0,640b415353dd78675e3280d3,error,Nada,False,Unknown,False,Unknown,1,False
Doters,1,"Es tercera vez, no puedo darme de alta, el sistema no permite.",2023-03-10 08:23:18,0.0,640b3d4e687e1209ed49e6bb,error,Nada,False,Unknown,False,Unknown,1,True
Feedback_Nuevo Sitio_VF,1,no me esta dando el precio de viva fan,2023-03-10 03:50:28,2.0,640afd592644cf589605e35c,other_vivafan,Otros problemas con VivaFan,False,Unknown,True,Unknown,2,False
Desktop New Site,1,"el monto total no corrsponde al monto que arroja al cotizar el vuelo al inicio, inesperadamente sube al momento de pagar, he repetido el proceso y sigue pasando lo mismo",2023-03-10 03:45:27,1.0,640afc28f9337610556d77b7,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
Doters,1,No sirve nunca me he podido registrar,2023-03-10 02:26:18,3.0,640ae9a11f88f71a647dba71,general,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,2,Kindly process refund to original form of payment. PNR NCNMGT ,2023-03-10 02:25:29,1.0,640ae9675105ae5dd41b7e8f,suggestion,Sugerencias o ideas,False,quote_flight,True,Unknown,1,False
Desktop New Site,2,Kindly process refund to original form of payment.  PNR KEUU6K  ,2023-03-10 00:49:54,0.0,640ad300fe337d6f437d23a5,compliment,Felicitación,False,flight_status,True,Unknown,1,False
Desktop New Site,2,Kindly process refund to original form of payment. PNR ZDU65Q,2023-03-10 00:48:34,0.0,640ad2b1e83b5c29a50c4bad,suggestion,Sugerencias o ideas,False,quote_flight,True,Unknown,1,False
Desktop New Site,2,Kindly process refund to original form of payment. PNR D5Q32V and Y6QIUL,2023-03-10 00:46:43,0.0,640ad2418b8b0320426c8adc,suggestion,Sugerencias o ideas,False,flight_status,True,Unknown,1,False
Desktop New Site,2,Kindly process refund to original form of payment. PNR TDQJPD ,2023-03-10 00:42:39,0.0,640ad14d0830db3ea8631561,compliment,Felicitación,False,quote_flight,True,Unknown,1,False
Desktop New Site,2,Kindly process refund to original form of payment. PNR IGYI2U,2023-03-10 00:31:26,0.0,640aceac3d5d6635646eff15,error,Errores o problemas en la página,False,quote_flight,True,website_not_loading,1,False
Desktop New Site,3,"Lo  veo complicado ya que, por un lado dice total a pagar y abajo dice en letras pequeñas otra cantidad.",2023-03-09 23:57:07,2.0,640ac6a7bdd0196270150b7d,general,Comentario general,False,quote_flight,True,Unknown,1,False
Desktop New Site,1,QUIERO PAGAR CON PUNTOS DOOTERS UNA ´PARTE Y EL SISTEMA NO ME MANDA EL CODIGO AL TELEFONO O CORREO ,2023-03-09 23:12:31,0.0,640abbe6c646832df67438b1,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
Desktop New Site,4,NO ME PERMITE AVANZAR EN LA COMPRA,2023-03-09 22:01:06,1.0,640aab767f493a2c1b74b212,error,Errores o problemas en la página,False,book_flight,True,booking_issues,2,False
Doters,1,1.- Tengo 6 GB en RAM y la app siempre se pone lenta. 2.- Tarda decenas de minutos en crear la cuenta y finalmente no la crea.,2023-03-09 21:47:04,1.0,640aa82fbe2b7115ff536cd0,error,Nada,False,Unknown,False,Unknown,2,False
Doters,1,       muchas errores mal a todos                                                                  ,2023-03-09 21:31:32,4.0,640aa48ba6ac81592030e067,error,Nada,False,Unknown,False,Unknown,1,True
Doters,2,No me deja registrarme ,2023-03-09 21:20:34,1.0,640aa1fadc975f58bc25cd0d,general,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,I had to try two cards and signing on from multiple browsers in order to make my purchase.,2023-03-09 20:59:30,0.0,640a9cb80823a3216d44dbee,error,Errores o problemas en la página,False,book_flight,False,booking_issues,2,False
Desktop New Site,1,"No me da acceso, el email ya esta verificado y no puedo acceder, van 3 dias que pasa eso, es un problema de su sistema",2023-03-09 20:53:38,0.0,640a9b9c549a88056957c1b8,error,Errores o problemas en la página,False,search_info,False,profile_or_login,1,True
Doters,1,"No funciona la pagina, ni la aplicación, marca error y no acumula nada.",2023-03-09 20:49:47,0.0,640a9ac2c80fe346d41c2aea,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,no quiero el servicio adicional de reembolso total y no lo puedo quitar,2023-03-09 20:28:43,1.0,640a95c36b36e455537b2bbe,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
Desktop New Site,3,"Estoy intentando cambiar de tarifa zero a VivaLight y no encuentro la manera.  Tengo 56 años, asi que no se, si soy yo o la pagina ya no es tan amigable.  Saludos y gracias",2023-03-09 20:02:35,2.0,640a8fafa2940631696fbd50,general,Comentario general,False,quote_flight,False,Unknown,1,False
Doters,4,Es bueno que den recompensas ,2023-03-09 19:58:12,2.0,640a8eaabeb39d1ce4192941,compliment,Nada,False,Unknown,False,Unknown,4,True
Desktop New Site,1,"No existe nisiquiera chatbot, y hay un costo adicional de ""reembolso total"" que no se aclara en ninguna parte el porque se agrega ""obligatoriamente"" y en sus ""Términos y condiciones"" de reembolso total refiere que es ""opcional agregar"" y es decisión únicamente del pasajero. No hay números de atención y con la única persona que pude hablar por teléfono me comentó que si no daba la opción de retirarlo es porque estaba ya predeterminado.",2023-03-09 19:51:40,1.0,640a8cd455054a0908661505,error,Errores o problemas en la página,False,book_flight,True,bot_issues,1,True
Desktop New Site,1,"Quiero saber qué es eso de rembolso total por $179.00, parece una trampa de cobro, no dan opción a elegir o a borrar ese cobro, ni explican, de qué se trata ",2023-03-09 19:39:44,0.0,640a8a4755054a09086614ce,general,Comentario general,False,book_flight,True,Unknown,1,True
Feedback_Nuevo Sitio_VF,1,"no pude comprar mi vivafan ni por cel ni por pagina, intente con 3 tarjetas diferentes y nada",2023-03-09 19:09:47,2.0,640a8351e30c6f45425008c6,compliment,Reportar bug o error,False,Unknown,False,Unknown,1,True
Desktop New Site,1,SU PAGINA JUNTA LOS VUELOS DE CDMX CON LOS DE TOLUCA LO QUE CAUSA CONFUSION Y  NO ENCUENTRO DE QUE MANERA REALIZAR EL CAMBIO DE ITINERARIO   LA PERSONA DE ATENCION TELEFONICA NO SABE USAR LA PAGINA  ,2023-03-09 18:13:05,0.0,640a7605b64530004b009fad,error,Errores o problemas en la página,False,change_booking,True,booking_issues,1,True
Desktop New Site,1,no quiero reembolso total y se agraga solo a mi compra. Y no puedo quitarlo. ,2023-03-09 17:51:32,0.0,640a70e7cf1b7d3c19541e4d,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
Desktop New Site,1,la pagina me pone autmaticamente un cargo de reembolso total y no puedo quitarlo.,2023-03-09 17:46:38,0.0,640a6fc165efea67535b2db0,error,Errores o problemas en la página,False,book_flight,False,booking_issues,1,True
Desktop New Site,2,abri diferentes navegadores y en ninguno pude visualizar la infomacion que deseaba,2023-03-09 15:55:37,7.0,640a55ce7d639512df600d3c,error,Errores o problemas en la página,False,quote_flight,True,website_not_loading,1,False
Desktop New Site,4,Que no he terminado mi compra y me solicitan opinión,2023-03-09 15:30:38,0.0,640a4ff1c92cca0f594bb593,general,Comentario general,False,book_flight,False,Unknown,1,False
Doters,2,Seguido se producen errores,2023-03-09 15:19:45,2.0,640a4d69d584665e8402b5ef,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,5,si,2023-03-09 15:13:11,1.0,640a4bda737dee384e01a8b9,compliment,Felicitación,False,book_flight,True,Unknown,3,False
Doters,1,donde están mis puntos ,2023-03-09 14:54:45,2.0,640a4789573a200de66f57cf,error,Nada,False,Unknown,False,Unknown,5,False
Doters,2,"Solo asen perder tiempo, no avanza la aplicación y no acepta,los datos 😕",2023-03-09 14:25:23,3.0,640a40aaab624c206b3d3924,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,"CULEROS ME QUIEREN COBRAR EL ASIENTO, QUE POCA MADRE TIENEN",2023-03-09 13:43:39,2.0,640a36ddf67bcf732b724e64,general,Comentario general,False,book_flight,True,Unknown,1,True
Doters,1,"Hola buenas tardes He tratado de realizar una cuenta y nada más no me deja, coloco todos mis datos y después ya no avanza, espero me puedan apoyar. De antemano muchas gracias gracias. ",2023-03-09 13:08:07,1.0,640a2e8eb8fe7e210b7e8457,error,Nada,False,Unknown,False,Unknown,5,False
Desktop New Site,2,"OFRECEN UNA TARIFA PROMOCIONAL DE $1.00 Y EN LOS DIAS QUE DICE ESE PRECIO, NO HAY NINGUN VUELO DE $1.00 ",2023-03-09 12:52:29,0.0,640a2ae2f0e7db636d121b31,general,Comentario general,False,book_flight,True,Unknown,1,False
Desktop New Site,1,no me deje poner codigos de baucher ,2023-03-09 12:45:54,0.0,640a29513875667aae4a4a94,error,Errores o problemas en la página,False,change_booking,True,vivafan,1,True
Desktop New Site,2,"Solo deseo revisar los costos y no me aparece la opción de continuar, y si es que hay , estará muy escondido.",2023-03-09 12:12:46,0.0,640a218ef3895733b42e62e7,general,Comentario general,False,quote_flight,True,Unknown,1,False
Desktop New Site,1,DEBERIAN INCLUIR EL TUA DESDE UN PRINCIPIO EN EL PRECIO DEL BOLETO,2023-03-09 11:30:26,0.0,640a17a58c9a4e619c726e55,general,Comentario general,False,quote_flight,False,Unknown,3,False
Doters,3,"no puedo crear mi cuenta, solo se queda pensando",2023-03-09 10:52:49,1.0,640a0ed8b81e282ed71a40c6,error,Nada,False,Unknown,False,Unknown,2,False
Desktop New Site,1,"Publicidad engañosa, me llegan notificaciones que dicen vuelos a 1-peso y al momento de revisar sale otro precio mucho mas caro.  saludos",2023-03-09 10:08:03,0.0,640a04578a04a11aa364e3c8,general,Comentario general,False,quote_flight,False,Unknown,1,True
Desktop New Site,2,"quiero cambiar mi nombre y apellido porque es que uso en  faceboo,k es ficticio",2023-03-09 09:59:45,1.0,640a02652db92b474c7c5346,suggestion,Sugerencias o ideas,False,book_flight,True,Unknown,1,False
Doters,5,Me gustaría me lo ofreciera el vendedor de los productos. Boletos,2023-03-09 09:42:23,9.0,6409fe5518e5c02a8916ab61,compliment,Nada,False,Unknown,False,Unknown,4,False
Desktop New Site,1,"SE HACE UN CARGO ADICIONAL EN AUTOMATICO(REMBOLSO TOTAL) NO HAY MANERA DE ELIMINAR ESE CARGO ADICIONAL, no es justo ya que yo no lo elegi",2023-03-09 09:21:34,1.0,6409f970f27a1d1715207570,error,Errores o problemas en la página,False,book_flight,True,payment_issues,1,True
Doters,1,No pude crear la cuenta......,2023-03-09 08:33:38,1.0,6409ee3a289a24689d165332,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,3,Declina cualquier tarjeta que uso,2023-03-09 07:34:25,1.0,6409df34607d1530103e472e,error,Errores o problemas en la página,False,book_flight,True,payment_issues,1,False
Doters,3,"No, me puedo registrar se queda como buscando, como si no quisieran que uno se registrará ",2023-03-09 07:13:45,3.0,6409db7efec0a60475319c16,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,what an embarrassment. It is very obvious that this was built by a fucking marketing agency. and NOT real developers. TOTAL fucking garbage site ,2023-03-09 01:12:52,0.0,640986e90fa9d2315708f69b,error,Errores o problemas en la página,False,book_flight,True,website_not_loading,1,True
Desktop New Site,2,por que cobran en Adicionales 375 pesos por rembolso total. Yo no lo elegii,2023-03-09 00:10:41,3.0,640978549f98b90b191b6ef6,general,Comentario general,False,quote_flight,False,Unknown,1,False
Desktop New Site,2,NO PUEDO COMPRAR MI BOLETO,2023-03-08 23:50:54,0.0,640973b39f98b90b191b6e8e,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,False
Doters,3,"En la última compra de boleto, no me dió recompensa, no me dió puntos",2023-03-08 23:19:57,2.0,64096c7530de974d3d659e00,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,1,tengo 40 min en el telefono de viva y dicen que faltan 15 segundos desde hace 20. su servicio es horrible.... todooooooooo,2023-03-08 23:12:10,0.0,64096a947a188f7cea7bc280,general,Comentario general,False,book_flight,True,Unknown,1,True
Desktop New Site,1,"es terrible como hay trucos por toda la pagina para que te equivoques y compres cosas extra, es ridiculo como hay cargo por absolutamente todo. disminuyeron el peso de la maleta para documentar, siempre pagabas por 25 kilos y ahora por 15. es horrible. ",2023-03-08 22:46:49,0.0,640964a1cb496675ac10f3d3,general,Comentario general,False,book_flight,True,Unknown,1,True
Doters,2,No carga al crear cuenta.,2023-03-08 22:35:25,2.0,640962045422fb0eb30ae39b,error,Nada,False,Unknown,False,Unknown,1,False
Desktop New Site,3,"pagamos el TUA en un 7eleven, pero no aparece como pagado. Y no nos deja hacer el check-in.",2023-03-08 22:09:49,0.0,64095bf84ad1581a6d4183ba,error,Errores o problemas en la página,False,flight_status,True,booking_issues,1,False
Doters,1,"No termina de crear la cuenta, ahí se queda sin avanzar.",2023-03-08 21:39:54,2.0,640955019205b35ab522d3c9,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,5,EXCELENTE SERVICIO,2023-03-08 20:44:36,0.0,64094808649eda75b6396f15,compliment,Felicitación,False,book_flight,True,Unknown,5,True
Desktop New Site,1,"Recibí un correo donde se indica que hubo cambios en mi vuelo, estoy tratando de obtener mi certificado electrónico, me muestra el valor de mi certificado pero al presionar continuar no sucede nada",2023-03-08 20:06:50,0.0,64093f30ca0d4e402f2cf50b,error,Errores o problemas en la página,False,change_booking,False,booking_issues,1,True
Doters,1,no se puede dar de alta mi suscripción,2023-03-08 20:05:57,0.0,64093efd8c7239358730fd56,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,No me puedo registrar en doters se queda pensando ,2023-03-08 20:04:40,1.0,64093eafca0d4e402f2cf503,error,Nada,False,Unknown,False,Unknown,2,False
Desktop New Site,1,como se cancela la cobertura de reembolso total?,2023-03-08 19:59:51,1.0,64093d79414ea3512e4ad334,general,Comentario general,False,book_flight,True,Unknown,1,True
Desktop New Site,1,"este no es el precio que me exponen en la pagina- me salia que estaban en 150-200 pesos el vuelo mas 500 pesos de combo light mas el tua, y es muchisimo lo que sube",2023-03-08 19:35:26,4.0,640937ced4f972474601e50b,general,Comentario general,False,book_flight,True,Unknown,1,True
Doters,1,es una farsa ,2023-03-08 19:18:18,2.0,640933cf055d7518011029dc,general,Nada,False,Unknown,False,Unknown,1,True
Doters,1,no sirve nada,2023-03-08 18:40:41,0.0,64092b00df242615fd43e579,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,"no sirve se queda cargando mas de 30 minutos y nada, no ofrezcan algo que no sirve",2023-03-08 18:40:04,0.0,64092adb0f39ef737a68d027,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,No carga al subir los datos de inscripción.,2023-03-08 18:39:03,2.0,64092a9f3627944e635a2e12,error,Nada,False,Unknown,False,Unknown,1,True
Doters,1,No me sirven de nada sus promociones no ayudan en sus descuentos para viajar por su línea aérea ,2023-03-08 18:38:27,3.0,64092a788dfc960168506e35,general,Nada,False,Unknown,False,Unknown,1,True
Doters,1,No me deja crear la cuenta se tarda mucho en leer y me tiene en espera ya perdí una hora y no me dejó hacer mi cuenta ,2023-03-08 18:33:40,5.0,6409295b0f39ef737a68d00f,error,Nada,False,Unknown,False,Unknown,1,True
Desktop New Site,1,"Es terrible que tengan una demora de dos horas pero sobre todo sin personal de la compañia quien diera la cara y llegan 20 minutos antes y se molestan cuando uno les pregunta, pésimo servicio.",2023-03-08 18:07:27,2.0,64092334ae0866695001122c,general,Comentario general,False,search_info,True,Unknown,1,True
Desktop New Site,1,me aparece una marca de error y ya no puedo continuar ,2023-03-08 17:50:15,4.0,64091f2a3b633839ea41e98e,error,Errores o problemas en la página,False,book_flight,True,booking_issues,1,True
