Date,nps,text,nps_scaled,label,Coincide
25/02/2023,1,"NO poner tantas opciones de mejora, poner el precio del vuelo sin tanta tonteria.",1,2,False
25/02/2023,7,Anadir mas formas de pago,4,3,False
25/02/2023,8,Me gustaría poder agregar o quitar maletas por persona.,4,4,True
25/02/2023,5,NO ENCONTRE EL VUELO QUE ESPERABA,2,1,False
25/02/2023,8,"Es mi primera vez y me confunden mucho, si paga asiéntelo, maletas, seguros, TUA, les pido una disculpa, espero aprender.",4,5,False
25/02/2023,8,bajando los precis,4,1,False
25/02/2023,6,Haciéndolo mucho más breve,3,2,False
25/02/2023,0,NO SIRVE NO ME APARECIA SI ERA AM PM CASI UNA HORA PARA COMPRAR,1,1,True
25/02/2023,7,haciendo más directa la compra,4,5,False
25/02/2023,8,"AHI UNA TARIFA DICE REFUND FEE  40 DLS DE QUE ES ESA FEE
NO DICENY NO SE PUEDE  BORRAR DELA S TARIFAS ALFINALISAR PAGO
ESO NO ME GUSTO..",4,1,False
25/02/2023,8,Los precios no son claros. Dan lugar a muchas confuciones,4,2,False
25/02/2023,8,"ya cobrar todo
 junto",4,5,False
25/02/2023,5,No aceptan tarjetas de credito fisicas,2,1,False
25/02/2023,8,No carguen directamente servicios adicionales,4,1,False
25/02/2023,6,Cargar el TUA,3,1,False
25/02/2023,4,"muchos costos ""ocultos""",2,1,False
25/02/2023,8,que la compra sea mas practica,4,3,False
25/02/2023,7,Simplificar el proceso son muchos pasos,4,3,False
25/02/2023,8,QUISIERA TENER LA OPCION DE QUE TIPO DE EQUIPAJE PUEDE TENER CADA PASAJERO,4,3,False
25/02/2023,7,se tarda mucho,4,2,False
25/02/2023,8,Preguntan muchas veces si requiero servicios adicionales cuando ya había comentado que no,4,1,False
25/02/2023,7,"No anadir cosas por defecto que no se muestran, mayor facilidad de volver a empezar una reserva si vemos si hay algun cambio.",4,1,False
24/02/2023,5,lenta la pagina,2,2,True
24/02/2023,3,No permite segmentar la documentación,2,2,True
24/02/2023,7,muy intuitiva,4,5,False
24/02/2023,7,menos engorroso,4,2,False
24/02/2023,8,DAR LA OPCION DE NO COBRAR POR ASIENTO,4,4,True
24/02/2023,8,NO ES EL TOTAL QUE TE OFRECEN AL PRINCIPIO,4,2,False
24/02/2023,8,ok,4,3,False
24/02/2023,7,algo confusa,4,3,False
24/02/2023,0,"MEJORAR LA PARTE DEL PAGO NO PUEDE HACERLO Y TRATE CON DIFERENTES TARJETAS 
GRACIAS",1,2,False
24/02/2023,0,muy tediosa,1,1,True
24/02/2023,8,HACEN FALTA PROMOCIONES SALIENDO DE VILLAHERMOSA,4,1,False
24/02/2023,8,En momentos confunde tanta información de cosas a incluir,4,5,False
24/02/2023,8,.,4,3,False
24/02/2023,8,UN POCO MAS AMIGABLE EL PORTAL,4,3,False
24/02/2023,1,Tomo dos semanas y 15 intentos para que aceptara forma de pago,1,1,True
24/02/2023,6,"Muchos extras, si no se pone atención, puedes terminar pagando gastos o extras que ni ocupas y ni conoces...",3,1,False
24/02/2023,8,Larguisimo y todo cobran,4,1,False
24/02/2023,2,PRECIOS MÁS CLAROS,1,3,False
24/02/2023,0,TERMINO ANTES QUE PONE MI INFORMATION.,1,1,True
24/02/2023,8,"Al momento de seleccionar los asientos del vuelo, me creó confusión de si seleccione o no los asientos que quería, en mi resumen tampoco se me aclara en qué dila y asientos seleccioné, y ojala me puedan resolver esa duda",4,2,False
24/02/2023,8,"son muchas opciones comerciales las que ofrecen, la experiencia es tediosa. gracias",4,2,False
24/02/2023,0,No puedo comprar dos boletos for dos adults al mismo tiempo?,1,1,True
24/02/2023,5,"Usando Firefox, en el momento de querer pagar la pagina no continua a la forma de pago. Favor de actualizar en caso de ser un error.",2,1,False
24/02/2023,5,dejando de cobrar por lo que por ley tendrian que dar,2,1,False
24/02/2023,2,"tarda demasiado para procesar el pago, llevo dos dias y asta ahora lo consegui",1,2,False
24/02/2023,8,"Es rápida, aunque los precios son engañosos (el TUA lo cargan hasta el final, cuando piensas que estás comprando a un precio excelente).",4,3,False
24/02/2023,0,NUNCA,1,1,True
24/02/2023,0,La pagina es nefasta! Hay,1,1,True
24/02/2023,8,"Quitar tantos cargos extras, no estan muy claros, te confundes",4,2,False
24/02/2023,4,DEJANDO DE CONFUNDIR,2,3,False
24/02/2023,8,"poner precios finales mucha antes, quiza las tarifas resultan un tanto engañosas al verlos antes de cerrar la compra",4,2,False
24/02/2023,7,"Den aunque sea unas papas, no sean codos.",4,3,False
24/02/2023,8,EL METODO DE PAGO,4,4,True
24/02/2023,8,MAS AGIL Y FACILIDAD .,4,5,False
24/02/2023,0,"la experiencia es que se siente truculenta la pagina no se si es la mejor manera de explicarlo, pero si uno se apendeja le acaban cobrando hasta el aire que respira",1,1,True
24/02/2023,8,incluyendo siempre el importe del TUA en las promociones y precios que se anuncian desde el inicio,4,5,False
24/02/2023,7,En la compra de varios boletos no agregar maleta documentada automáticamente a todos los pasajeros.,4,1,False
24/02/2023,8,"LA PAGINA SE REINICIA CUANDO SE ESTA HACIENDO UNA BÚSQUEDA DE VUELO, NO HAY MODO DE CORREGIR DATOS PERSONALES EN EL PERFIL",4,1,False
24/02/2023,8,teniendo a la vista un telefono al que podamos llamar en caso de dudas,4,5,False
24/02/2023,8,me gustaría poder comprar vuelos para dos pasajeros pero poder seleccionar fechas de regreso distintas para cada pasajero,4,3,False
24/02/2023,8,"Do not include refund amount automatically. I couldn't find a way to take it off yesterday, so I didn't buy them yesterday. Today, once I went to pay, it gave me the option to remove it. It is very confusing! I buy many flights on-line from many airlines and this is the only one who includes it automatically. Thank you",4,1,False
24/02/2023,3,SIENDO MAS DIRECTOS CON LA COMPRA Y NO SUGURIRTE TANTAS COMPRAS ADICIONALES,2,2,True
24/02/2023,0,MEJOREN TODO,1,5,False
24/02/2023,5,deben de ser mas claros en los costos que al monteo de aceptar el costo cambia,2,3,False
24/02/2023,8,Tiene demasiados agregados!!!,4,2,False
24/02/2023,0,En precio de venta ya debe incluir el impuesto!!!!!!!!!!!!!!!!!!,1,1,True
24/02/2023,7,muy caro el asiento,4,2,False
24/02/2023,8,Se batalla para iniciar sesión de hecho no pude hacerlo,4,1,False
24/02/2023,7,La carga de tanque de creído y bajando los precios,4,2,False
24/02/2023,0,muchos pasos y se borra toda la info,1,5,False
24/02/2023,8,.,4,3,False
24/02/2023,5,"Al continuar con un pago manda de nuevo a la pagina principal, en vez de mandar directo al paso de pagos que nos quedamos.",2,1,False
24/02/2023,0,No funcionan las formas de pago,1,1,True
24/02/2023,2,muchos errores en la paguina,1,2,False
24/02/2023,8,mayor agilidad y no colocar tantas opciones para ir agregando cosas,4,2,False
24/02/2023,1,demasiados tramites para que al final te  digan que ya no están disponibles los lugares y te vuelvan a cobrar mas,1,2,False
24/02/2023,6,Se traba a cada rato y batalle para poner mi fecha de nacimiento,3,5,False
24/02/2023,8,DANDO LOS PRECIOS TOTALES TODO INCLUIDO SERIA EXCELENTE COMO LO HACIAN ANTES!!!,4,5,False
24/02/2023,8,todo esta bien. solo ver si me acepta tarjeta extranjera. no se si se acepto el pago,4,4,True
24/02/2023,0,Dejen de robarle el dinero a los usuarios al cambiar de precio cuando se va hacer la compra,1,1,True
24/02/2023,0,no se puede hacerel pago,1,1,True
24/02/2023,8,"pagina con fallas ,a veces complicada",4,3,False
24/02/2023,8,"el día de ayer quise hacer la reserva y no trabajaba la página, hoy entre y ya me dio todo
sí quería volar ayer no hubiera podido comprar
Gracias",4,1,False
24/02/2023,8,BUENO,4,4,True
24/02/2023,0,"Malísima, no permite pagar con tarjeta directo",1,1,True
24/02/2023,1,"proceso muy tardado, no acepta pagos con cualquier tarjeta",1,1,True
24/02/2023,1,"NO COMPLIQUEN CON TANTAS OPCIONES LA RESERVACION, GRACIAS",1,5,False
24/02/2023,7,No meter tantos add-ons de cargos adicionales,4,1,False
24/02/2023,8,Muy tardado y muchos errores.,4,2,False
24/02/2023,8,gRACIAS,4,5,False
24/02/2023,8,EL COBRO DE LOS ASIENTOS ES UNA PRACTICA MUY TRAMPOSA,4,2,False
24/02/2023,7,En el servicio al cliente en el aeropuerto,4,4,True
24/02/2023,8,MAS SIMPLIFAICADO EL PROCEDIMIENTO SERIA MAS AMIGABLE..,4,3,False
24/02/2023,8,HABILITANDO SU PORTAL DE FACTURACION....NO SIRVE !!,4,1,False
24/02/2023,3,cambiate SE,2,3,False
24/02/2023,8,precios,4,5,False
24/02/2023,7,Para facturar,4,4,True
24/02/2023,8,"Mejorando la app , no funciona como la pagina web",4,2,False
24/02/2023,5,ACEPTAR TARJETAS DEL EXTRANGERO,2,3,False
24/02/2023,8,"Sistemas mas amigable, son muchos pasos para hacer una reserva.",4,4,True
24/02/2023,8,los precios más baratos y mejores garantías y poder elegir asiento sin pagar ya que los vuelos ya son muy caros.,4,5,False
24/02/2023,8,EL PRECIO,4,4,True
24/02/2023,8,"no añadir reembolso en el costo, solo dejando la opción de quitarlo en la ultima pagina. es muy confuso.    poner botón de viajar sin asiento y sin hospedaje en la parte arriba de la pagina, no abajo!",4,1,False
24/02/2023,5,Mejora con pagos de trajetas,2,3,False
24/02/2023,0,PAGAR ES UN DOLOR,1,1,True
24/02/2023,8,.,4,3,False
24/02/2023,1,"Dejen de incluir tarifas semiocultas (seguro viaje, TUA, etc) ¡Pongan el precio claro desde el principio!",1,5,False
24/02/2023,8,INCLUIR TODOS LOS CARGOS SIN TANTAS VUELTAS,4,5,False
24/02/2023,4,Could not find language options.,2,2,True
24/02/2023,7,PODER PONER SOLO 1 MALETA DOCUMENTADA DEL TITULAR Y NO APLICAR LA DE TODOS,4,1,False
24/02/2023,5,Se requiere mucho para ver los cambios del precio cuando eliges opciones.,2,3,False
24/02/2023,5,NO ES CLARA LA FORMA DE EXPLICAR LOS COSTOS,2,2,True
24/02/2023,8,No pude pagar con mi tarjeta de debito de TD canada Trust,4,1,False
24/02/2023,7,PRECIOS,4,5,False
24/02/2023,7,"Me parece inaceptable que agreguen cargos adicionales opcionales sin preguntar. Si no me doy cuenta pago el seguro sin siquiera saber como quitarlo. Tuve que volver a hacer el proceso 3 veces para darme cuenta de que se quita al pagar. 
Me parece un pésimo servicio en ese sentido de su parte.",4,1,False
24/02/2023,7,no pud reservr con mi telefono y para cuando lo pude hacer en mi lap ya habian aumentado los precios,4,2,False
24/02/2023,1,no pude realizar el pago con ninguna tarjeta de credito,1,1,True
24/02/2023,0,"TENGO 2 MESES SIN PODER PAGAR CON NINGUNA TARJETA  Y NO ME APOYAN. 100 LLAMADAS A HSBC VIVAAEROBUS Y DICEN QUE EL PROBLEMA NO ES DE ELLOS,  Y VIVA  AHORA ME MANDA A VIVAFAN, QUE PORQUE EL PROBLEMA ES DE ELLOS, TOTAL HACEN TANTA PROMOCION A LA TARJETA PARA NI PODER USARLA.  Y TANTO TIEMPO PERDIDO 2 MESES",1,1,True
24/02/2023,0,evitando cobros que aparecen declinados y aún con esa observación los cobran,1,1,True
24/02/2023,8,Hacerla más sencilla,4,4,True
24/02/2023,1,no da promociones,1,1,True
24/02/2023,8,entiendo que es labor de la empresa vender....pero te muestran demasiadas opciones de compra.............,4,2,False
24/02/2023,0,el tipo de pago,1,4,False
24/02/2023,7,no pude cambar un boleta por el sitio de web. pague extra por eso.,4,1,False
24/02/2023,1,muy caro y muy  mal servicio,1,1,True
24/02/2023,7,"Son muy confusos en la manera de pago, ya que hacen un cargo adicional y lo mencionan al final eso no es bueno deben ser más claro",4,2,False
24/02/2023,8,"Hay cargos que se agregan automáticamente y aunque se mencionan como adicionales, no aparecen en esa sección, por lo cual perdí mucho tiempo intentando retirarlos, hasta que llamé a su centro de atención a clientes y el tiempo de espera estimado (según su grabación) se duplicó, pero la atención fue buena.",4,2,False
24/02/2023,5,Mejorando los precios de los vuelos,2,4,False
24/02/2023,8,"Considero buen y accesible formato de compra para entender la selecciones de los datos, gracias",4,4,True
24/02/2023,3,No me deja procesar mi compra y me manda a error continuamente,2,1,False
24/02/2023,0,no respetan los precios al momento de hacer la reserva,1,1,True
24/02/2023,8,INCLUYENDO LOS TUAS DESDE UN INICIO,4,5,False
24/02/2023,2,Está saturada de información y te hace que lo vuelvas a hacer varias veces.,1,2,False
24/02/2023,7,No me gusta que me cobren los asientos pero en general bien.,4,3,False
24/02/2023,8,Mayor rapidez,4,5,False
24/02/2023,8,SER POCO MÁS ESPECIFICOS,4,3,False
24/02/2023,7,"Desde el principio en la información del vuelo debería incluir los impuestos básicos como el TUA entre otros, porque empiezas con un precio como ejemplo de 300 pesos y terminas cerca de 2000, pueden poner desde el principio los dos precios porque tienes que llegar hasta el final para tener la idea final del costo",4,3,False
24/02/2023,8,muchos pasos,4,5,False
24/02/2023,7,PRECIOS CLAROS DESDE EL INICIO,4,5,False
24/02/2023,8,había veces que no me dejaba avanzar y eso me complico la compra,4,2,False
24/02/2023,8,.,4,3,False
24/02/2023,8,intenté comprar mi boleto desde el app dos veces y no funcionó. Tampoco funcionó comprarlo desde el celular a traves de pagina web.  Tuve que accesar la pagina web desde una computadora y ahí si funcionó la compra.,4,1,False
24/02/2023,8,algo complicado con los paquetes de maletas,4,3,False
24/02/2023,7,QUITAR LOS EXTRAS O PONERLOS SIN COSTO,4,1,False
24/02/2023,8,bajar precios,4,2,False
24/02/2023,2,"Se trabó al momento de querer continuar con mi compra, igual le pasó a muchas amigas. Cuando aparece la parte de hoteles confunde; llegue  a pensar que se había salido del proceso de compra de vuelo.",1,1,True
24/02/2023,5,complicada,2,2,True
24/02/2023,8,"agreagar la opcion multy-ciudades
necesitaba comprar un vuelo CDMX a Tuxtla Gutierrez, 4 dias despues de ahi a Cancun y 4 dias despues de Cancun a CDMX, dada la falta de esta opcion tuve que comprar vuelos sencillos",4,3,False
24/02/2023,2,Nada eficiente ni por teléfono ni nada y el cobro malísimo en linea tuve que perder 1 hora,1,1,True
24/02/2023,0,pesimo siermpre a la hora de pago se traba,1,1,True
24/02/2023,5,"QUE NO SEAN TAN COMPLEJOS Y PONES MUCHAS TRAVAS PARA AGREGAR MAS COSTOS AL BOLETO, TRATEN DE HACERLO MAS SIMPLE PARA LAS PERSONAS QUE NO LE SABEN TANTO A LA COMPUTADORA",2,2,True
24/02/2023,3,"Opcion para agregar mas de 1 codigo de compensación, que permita quitar el costo automatico por reembolso",2,4,False
24/02/2023,8,NO AGREGARNDO TANTO SERVICIO PORQUE ES MAS COMPLICADO,4,1,False
24/02/2023,4,Se trabo muchas veces y me cobraron demasiadas cosas adicionales.,2,2,True
24/02/2023,0,"TODO EL DIA TRATANDO DE HACER LA RESERVACION ....
MUCHOS PASOS DE ENGAÑO .... Y PARA COMPRAR A LA FUERZA SERVICIOS ADICIONALES 
ES DE VERTGUENZA OBLIGAR Y ENGAÑAR A LOS CONSUMIDORES.",1,1,True
24/02/2023,8,no se,4,1,False
24/02/2023,0,no deja hacer pagos,1,1,True
24/02/2023,8,Ninguno,4,1,False
24/02/2023,8,NO COBRAR LOS ASIENTOS QUE ESTEN INCLUIDOS EN EL COSTO DEL AVION DESDE EL PRINCIPIO,4,1,False
24/02/2023,7,"La página se tarda, no responde. Los cuadros de aceptar avisos de privacidad no son muy notorios y uno los pasa por alto",4,1,False
24/02/2023,8,TARDE MUCHO  POR INTERMITENCIA,4,2,False
24/02/2023,6,:/,3,3,True
24/02/2023,4,"CAMBIAN LOS PRECIOS A LA HORA DE HACER EL PAGO, LO CUAL LO HACE MUY INJUSTO",2,1,False
24/02/2023,0,todo mal,1,1,True
24/02/2023,8,DEFINIR COMO SE CANJEAN LOS DOOTERS,4,5,False
24/02/2023,8,no cargando servicios de mas como el de proteger vuelo  y si ya venden el vuelo incluyan los asientos no sean abusivos.,4,2,False
24/02/2023,4,mostrando el precios de los boletos con la tarifa del avion ya incluida,2,5,False
24/02/2023,5,No esta facil de navegar y tiene muchos extras....,2,2,True
24/02/2023,4,FALLO MUCHO LA PAGINA,2,2,True
24/02/2023,8,"Al principio no aceptaba dar clic en el boton de continuar hasta que seleccione una de las pestañas de arriba, posteriormente los botnones de continuar funcionaron",4,2,False
24/02/2023,0,NO RECIBE LAS TARJETAS PARA EL PAGO,1,1,True
24/02/2023,5,Vuelos mas económicos,2,3,False
24/02/2023,4,sean claros con los costos,2,4,False
24/02/2023,7,QUIEREN COBRAR POR TODO,4,5,False
24/02/2023,1,"por favor mejoren su sistema para pago con TDC y TDD digital, aun con los datos correctos no permite pagar",1,2,False
24/02/2023,8,BAJANDO COSTOS DE SELECCION DE ASIENTOS,4,2,False
24/02/2023,8,no es facil ver todos los cargos por opciones seleccionadas,4,2,False
24/02/2023,8,Quitenle los cargos extras que nos hacen perder tiempo,4,3,False
24/02/2023,0,pendejos,1,1,True
24/02/2023,8,que no se borren los datos,4,1,False
24/02/2023,0,make it available in English and USD!!!!!!,1,5,False
24/02/2023,1,"Revisar y mejorar el area de pago con tarjeta, es un suplicio!!!",1,5,False
24/02/2023,8,.,4,3,False
24/02/2023,8,Menos preguntas,4,2,False
24/02/2023,2,Dificil el sortear todos los cargos que quieren hacer adicional a comprar solo el vuelo,1,1,True
24/02/2023,8,Mostrar el precio de la recervacion acomo se van anadiendo opciones.,4,4,True
24/02/2023,5,No esta tan evidente/amigable,2,2,True
24/02/2023,8,Menos procesos,4,2,False
24/02/2023,8,"No poner por default la opción Viva Transfer. 

Al final, en la forma de pago. Sólo mostrar la etiqueta MSI en los bancos que realmente tienen la promoción.",4,1,False
23/02/2023,8,ORGANIZAR BIEN EL PROCESO DE COMPRA DE BOLETO,4,4,True
23/02/2023,3,dejando de sorprender con la tasa aereopuertaria al final,2,2,True
23/02/2023,6,Metodo de pago muy complejo,3,3,True
23/02/2023,4,dar elprecio bien total desde el principio no andar agregando tanto rollo despues,2,4,False
23/02/2023,3,ACEPTAR MI TARJETA DE CREDITO PARA LOS PAGOS,2,4,False
23/02/2023,6,Ponen cargos disimulados,3,1,False
23/02/2023,5,disminuyendo costos,2,2,True
23/02/2023,8,CON MEJORES PRECIOS,4,5,False
23/02/2023,2,MUCHO PROCEDIMIENTO,1,5,False
23/02/2023,4,no aceptan pagos con diversas tarjetas,2,1,False
23/02/2023,7,mejor calidad se cae mucho la pagina,4,2,False
23/02/2023,7,poder regresar y cambiar la información antes de pagar,4,1,False
23/02/2023,8,HACER LA PAGIONA MAS AMIGABLE,4,5,False
23/02/2023,8,"QUE NO TENGA TANTOS PASOS A SEGUIR, QUE SEA MAS FACILDE RESERVAR",4,3,False
23/02/2023,0,Mejorar las plataforma para pago,1,4,False
23/02/2023,6,mal,3,1,False
23/02/2023,6,cambiar mandando nip al telefono para aprobaion de tarjeta,3,1,False
23/02/2023,5,El portal no es muy dinamico,2,2,True
23/02/2023,8,VENGA DETALLADOS LOS DATOS AL PAGAR NO QUE AL FINAL SE VE TODO EL TOTAL,4,1,False
23/02/2023,0,La pagina es un fraude los precios cambian constantemente.,1,1,True
23/02/2023,8,mas sencillo,4,3,False
23/02/2023,7,cobrar todo no en partes... el vuelo y el tua,4,1,False
23/02/2023,8,Gracias,4,5,False
23/02/2023,8,Por el momento todo bien,4,5,False
23/02/2023,3,"PLATAFORMA DE PAGO, LO PEOR",2,1,False
23/02/2023,5,EL SISTEMA DE PAGO,2,4,False
23/02/2023,5,No cobrar por todo,2,1,False
23/02/2023,6,NO QUITAR ESPACIO DE RESERVACION TAN RAPIDO.,3,2,False
23/02/2023,7,el cambio de costos,4,4,True
23/02/2023,6,"No me agrada que no pongan los precios finales con el costo del TUA sino que sin separados y es mucho mas tardado, complicado y caro",3,2,False
23/02/2023,5,Claridad en la info,2,4,False
23/02/2023,8,Son demasiados extras,4,2,False
23/02/2023,8,"ESPERO QUE NO SE RETRASE EL VUELO, YA HE VIAJADO CON USTEDES Y S UN PROBLEMA QUE PARECE FRECUENTE.",4,2,False
23/02/2023,8,Falla un poco la plataforma al inicio,4,3,False
23/02/2023,0,NUNCa,1,1,True
23/02/2023,1,de manera intencional hacen las cosas difíciles para q la gente acepte cargos que no se necesitan,1,1,True
23/02/2023,5,MENOS VENTANILLAS,2,2,True
23/02/2023,0,No me dejó realizar mi pago,1,1,True
23/02/2023,7,"falta poder hacer modificaciones en llenado de información y poder agregar mas vuelos sin tener que borrar todo lo llenado, además es poco intuitiva la interfaz",4,2,False
23/02/2023,8,todo bien,4,5,False
23/02/2023,8,"Quería solo una maleta para documentar, pero no me da la opción en un solo pasajero. Solo eso, de lo demás fácil en lo que respecta a entender.",4,3,False
23/02/2023,7,LA PAGINA TIENE MUCHAS ERRORES,4,2,False
23/02/2023,0,DEJAR DE ENGAÑAR AL CONSUMIDOR,1,1,True
23/02/2023,8,Hacerla más simple,4,4,True
23/02/2023,2,"al momento de reservar ponen muchas cosas para agregar mas cargos y son confusas, no está bien explicado el beneficio o en que consisten.",1,2,False
23/02/2023,1,"Dejen de modificar los precios de acuerdo a las cookies para ganar mas dinero, es un insulto que quieran fastidiar mas a la gente, ustedes son la opción económica para viajar y los aplaudo y prefiero por ello, no se rebajen a las practicas avorazadas de las demás aerolíneas para cobrar",1,2,False
23/02/2023,8,muy útil,4,5,False
23/02/2023,8,EN OCASIONES SE TRABA LAPAGINA Y HAY QUE EMPEZAR OTRS VEZ.... VAN TRES VECES QUE TENGO QUE RECOTIZAR.,4,2,False
23/02/2023,8,eviten meter reservaciones de hoteles,4,4,True
23/02/2023,5,mas de 5 veces meti los datos de mi tarjeta por que no podía efectuar mi compra,2,1,False
23/02/2023,7,se caia la conexion al querer pagar,4,1,False
23/02/2023,8,mas rapido y mejores precios,4,5,False
23/02/2023,6,Quieren a fuerzas vender por confusión,3,1,False
23/02/2023,5,.,2,3,False
23/02/2023,1,son muy engorrosos,1,2,False
23/02/2023,8,Muchas paginas de opciones,4,4,True
23/02/2023,8,de repente hay algunos puntos que no estan muy bien explicados y estan enredados.,4,2,False
23/02/2023,7,tuve que hacerlo 2 veces,4,1,False
23/02/2023,8,tiempo de espera,4,4,True
23/02/2023,8,informacion por adelantado no conforme avanzas en la reservacion,4,1,False
23/02/2023,7,"Siendo más transparentes en los precios y no escondiendo los cargos extras...

Su página es extremadamente tramposa en eso",4,2,False
23/02/2023,8,NO RETRASANDO TANTO LOS VUELOS,4,3,False
23/02/2023,2,Siendo menos predadores,1,3,False
23/02/2023,0,"cambian la tarifa después de que registras todos tus datos, entiendase que no respetan la tarifa seleccionada inicialmente.",1,1,True
23/02/2023,6,me molsta tanta ofrecedera que hacen preferible un check list que uno palomee lo que quiere  en una lista menos amplia,3,2,False
23/02/2023,6,not easy for german languge,3,2,False
23/02/2023,8,Precios con TUA desde el inicio,4,5,False
23/02/2023,7,Es muy complicada tanta información ademas que en varias ocasiones solo quise regresar un paso y me saco hasta el inicio,4,1,False
23/02/2023,4,Te meten cosas que uno no quiere. No son claras las tarifas y la TUA es sorpresa al final. No le veo el punto de dejar esa tarifa al final si igual se tiene que pagar,2,1,False
23/02/2023,7,"Fechas de nacimiento, opciones directa sin pagos extras!",4,4,True
23/02/2023,0,pago a meses con tarjetas de crédito en todas las rutas,1,5,False
23/02/2023,8,elimanar pagos por maletas extras,4,1,False
23/02/2023,6,"Entiendo que deban vender más, pero serviria de mucho saber el costo real del viaje antes de comenzar a reservar",3,3,True
23/02/2023,2,No poner tantas opciones que alteran el precio del viaje,1,2,False
23/02/2023,6,PONER MAS CLARO QUE ES COMPRA OPCIONAL Y QUE NO LO ES.,3,1,False
23/02/2023,2,hay que ingresar muchos campos para llegar al precio final es tedioso,1,2,False
23/02/2023,4,mas información,2,3,False
23/02/2023,8,cambia mucho el precio dia con dia. pongan el mejor precio y dejelo a que se llene,4,5,False
23/02/2023,8,.,4,3,False
23/02/2023,6,Demasiados pasos tratando de sacar mas dinero al cliente. Confuso,3,2,False
23/02/2023,7,Incluye el reembolso total en el precio final sin pedirlo y no hay forma de quitarlo.,4,5,False
23/02/2023,8,La pagina se traba a veces,4,2,False
23/02/2023,8,"EL SITIO SE TRABA CONSTENTEMENTE AL PONER LOS NOMBRES DE LOS PASAJEROS, POCO CLARO Y TARDADO",4,2,False
23/02/2023,8,sólo debe haber un instructivo para hacer una reserva. GRACIAS,4,1,False
23/02/2023,7,es medio molesto estar ingresando un cargo a la vez pero finalmente complete mi compra,4,3,False
23/02/2023,5,MEJORAR EL TEMA DE LOS PAGO NO HE PODIDO REALIZARLO,2,2,True
23/02/2023,8,amigable,4,4,True
23/02/2023,8,muy poco tiempo,4,1,False
23/02/2023,1,Siempre tengo problemas al pagar,1,1,True
23/02/2023,8,el tiempo de espera,4,4,True
23/02/2023,0,No intentar vender algo nuevo en cada ventana.,1,1,True
23/02/2023,8,"Pusieron el cargo de Reembolso total sin siquiera seleccionarlo, ya hasta despues ofrecen quitarlo, es trampa-",4,1,False
23/02/2023,0,NO ME ACEPTA MI METODO DE PAGO,1,1,True
23/02/2023,2,"Cuendo elije uno a mas de un pasajeros, que exista la opcion de legir equipaje documentado por separado desde el inicio",1,3,False
23/02/2023,7,Muchas opciones que confunden,4,5,False
23/02/2023,2,"No decir que habra meses sin intereses, para despues quitar esa opcion.",1,1,True
23/02/2023,8,el algoritmo sube los precios :(,4,3,False
23/02/2023,7,vender los servicios por paquete,4,5,False
23/02/2023,5,LOS PRECIOS FLUCTUAN MUCHO,2,2,True
23/02/2023,0,no hay manera de eliminar el seguro total,1,1,True
23/02/2023,8,"Es mi primera vez que viajo con ustedes, pero me han recomendado mucho su aerolinea, espero que todo vaya bien con nuestro planerado viaje, desde Swden hasta Cancun.",4,5,False
23/02/2023,0,Todo lo dan mas caro,1,1,True
23/02/2023,8,TODAY'S BOOKING PROCESS WAS QUICK AND WITHOUT PROBLEMS.  THANK YOU.,4,5,False
23/02/2023,6,MUCHOS PAGO ADICIONALES QUE NO SON NECESARIOS,3,2,False
23/02/2023,5,"todo es con cargo adicional, ridiculo",2,1,False
23/02/2023,1,3 vezes no funciono el booking,1,1,True
23/02/2023,6,miente con relacion a la maleta de viaje,3,4,False
23/02/2023,4,"Muy malo la forma de pagos, me toco intentar mas de 10 veces",2,1,False
23/02/2023,3,"FACILITAR MAS LAS OPCIONES, CADA DIA LA HAN COMPLICADO MAS",2,3,False
23/02/2023,7,nice,4,4,True
23/02/2023,7,mejores precios,4,5,False
23/02/2023,6,no poner tantos pasos para el pago con adicionales.,3,2,False
23/02/2023,5,todo bien,2,5,False
23/02/2023,6,NO PONIENDO TANTOS PASOS PARA LA COMPRA,3,1,False
23/02/2023,8,que quiten el TUA por favor. su pagina es buena y me gusta pero los precios se han elevado demasiado con el TUA.,4,3,False
23/02/2023,7,los tqm,4,4,True
23/02/2023,5,Mi primer intento de compra fue rechazado por la página sin ninguna explicación.,2,1,False
23/02/2023,8,TIENE DEMASIADAS VARIABLES,4,3,False
23/02/2023,1,"Cuando habia reservado un vuelo, ya lo quitaron y tuve que comprar uno mas caro, muy chafas. Ni modo.",1,1,True
23/02/2023,2,No incluir el plan de proteccion en la forma de pago. seguro hay gente que se confunde.,1,2,False
23/02/2023,8,"ES MUY FACIL EL USO DE LAPAGINA LO QUE ES EXAGERADO SON LAS CUOTAS CASI CASI COBRAN POR EL OXIGENO QUE SE RESPIRA EN NEL AVION. SON UN MAL NECESARIO, LA GRAN VENTAJA DE LLEGAR RAPIDO AL DESTINO PERO DEMASIADO CARO.",4,2,False
23/02/2023,8,sin comentarios,4,1,False
23/02/2023,4,No,2,1,False
23/02/2023,0,"Esuve más de 1 hr tratando de realizar la reservación, pero no el sitio web me marcó diferentes errores.
No hay consistencia y es tedioso hacer el proceso",1,1,True
23/02/2023,7,XX,4,5,False
23/02/2023,7,Pongan el TUA desde el principio,4,5,False
23/02/2023,0,no acepta las tarjetas de credito ni formas de pago muy mal,1,1,True
23/02/2023,7,se cierra la sesión,4,4,True
